Ma SV,Ma HP,Time slot
3677,KH0418,0
3682,KH0088,0
3694,KH0328,0
3700,KH0537,0
3701,KH0065,0
3709,KH0473,0
3713,KH0235,0
3718,KH0130,0
3736,KH0542,0
3738,KH0348,0
3740,KH0418,0
3744,KH0187,0
3762,KH0301,0
3769,KH0135,0
3775,KH0418,0
3780,KH0543,0
3803,KH0418,0
3809,KH0250,0
3822,KH0373,0
3824,KH0287,0
3825,KH0543,0
3827,KH0537,0
3836,KH0348,0
3846,KH0301,0
3851,KH0418,0
3869,KH0158,0
3883,KH0475,0
3886,KH0473,0
3896,KH0123,0
3909,KH0396,0
3922,KH0543,0
3937,KH0202,0
3939,KH0235,0
3951,KH0135,0
3953,KH0135,0
3964,KH0543,0
3967,KH0341,0
3970,KH0229,0
3972,KH0135,0
3981,KH0235,0
3982,KH0418,0
3997,KH0135,0
4001,KH0410,0
4022,KH0373,0
4024,KH0543,0
4035,KH0418,0
4039,KH0110,0
4044,KH0418,0
4052,KH0543,0
4056,KH0543,0
4057,KH0395,0
4058,KH0084,0
4060,KH0202,0
4071,KH0171,0
4073,KH0438,0
4081,KH0348,0
4090,KH0135,0
4101,KH0135,0
4107,KH0202,0
4110,KH0396,0
4120,KH0135,0
4126,KH0085,0
4142,KH0321,0
4143,KH0123,0
4150,KH0088,0
4160,KH0084,0
4165,KH0373,0
4166,KH0123,0
4171,KH0135,0
4176,KH0229,0
4180,KH0088,0
4182,KH0135,0
4185,KH0162,0
4195,KH0135,0
4197,KH0395,0
4216,KH0543,0
4217,KH0543,0
4227,KH0135,0
4229,KH0395,0
4248,KH0473,0
4251,KH0123,0
4261,KH0473,0
4268,KH0135,0
4269,KH0084,0
4270,KH0062,0
4286,KH0135,0
4295,KH0166,0
4299,KH0135,0
4302,KH0277,0
4305,KH0085,0
4316,KH0123,0
4322,KH0277,0
4324,KH0187,0
4327,KH0348,0
4335,KH0135,0
4347,KH0543,0
4349,KH0475,0
4355,KH0135,0
4362,KH0537,0
4365,KH0110,0
4376,KH0135,0
4383,KH0065,0
4390,KH0166,0
4393,KH0438,0
4405,KH0187,0
4423,KH0123,0
4428,KH0301,0
4433,KH0537,0
4439,KH0135,0
4443,KH0229,0
4461,KH0135,0
4463,KH0473,0
4470,KH0321,0
4478,KH0543,0
4484,KH0135,0
4490,KH0459,0
4521,KH0418,0
4531,KH0341,0
4535,KH0123,0
4543,KH0110,0
4545,KH0537,0
4555,KH0135,0
4557,KH0537,0
4566,KH0085,0
4569,KH0250,0
4575,KH0348,0
4577,KH0145,0
4581,KH0123,0
4582,KH0166,0
4593,KH0543,0
4597,KH0301,0
4599,KH0085,0
4600,KH0135,0
4605,KH0348,0
4612,KH0543,0
4620,KH0248,0
4632,KH0085,0
4641,KH0287,0
4647,KH0130,0
4648,KH0396,0
4649,KH0277,0
4663,KH0135,0
4666,KH0287,0
4667,KH0127,0
4681,KH0373,0
4684,KH0537,0
4686,KH0537,0
4692,KH0543,0
4695,KH0084,0
4696,KH0123,0
4701,KH0543,0
4709,KH0348,0
4710,KH0062,0
4713,KH0348,0
4719,KH0396,0
4728,KH0057,0
4739,KH0277,0
4742,KH0252,0
4744,KH0062,0
4748,KH0130,0
4751,KH0518,0
4768,KH0135,0
4776,KH0418,0
4779,KH0110,0
4783,KH0301,0
4784,KH0123,0
4791,KH0277,0
4795,KH0135,0
4798,KH0418,0
4803,KH0543,0
4814,KH0396,0
4817,KH0123,0
4818,KH0162,0
4819,KH0348,0
4820,KH0130,0
4822,KH0135,0
4825,KH0123,0
4835,KH0135,0
4837,KH0287,0
4839,KH0396,0
4850,KH0301,0
4857,KH0135,0
4859,KH0130,0
4868,KH0088,0
4870,KH0543,0
4872,KH0301,0
4874,KH0543,0
4877,KH0277,0
4895,KH0123,0
4898,KH0135,0
4902,KH0537,0
4903,KH0250,0
4911,KH0229,0
4921,KH0135,0
4922,KH0373,0
4937,KH0166,0
4948,KH0321,0
4953,KH0130,0
4954,KH0301,0
4961,KH0252,0
4964,KH0418,0
4965,KH0130,0
4980,KH0537,0
4987,KH0135,0
4991,KH0438,0
5001,KH0110,0
5007,KH0396,0
5011,KH0543,0
5013,KH0135,0
5015,KH0418,0
5018,KH0250,0
5023,KH0301,0
5037,KH0123,0
5038,KH0135,0
5046,KH0062,0
5060,KH0135,0
5064,KH0135,0
5066,KH0110,0
5067,KH0418,0
5073,KH0123,0
5084,KH0057,0
5085,KH0085,0
5092,KH0543,0
5096,KH0135,0
5110,KH0277,0
5115,KH0341,0
5122,KH0537,0
5125,KH0418,0
5130,KH0277,0
5131,KH0418,0
5138,KH0537,0
5175,KH0135,0
5180,KH0084,0
5183,KH0418,0
5185,KH0543,0
5189,KH0537,0
5194,KH0110,0
5195,KH0123,0
5197,KH0250,0
5198,KH0135,0
5200,KH0085,0
5208,KH0301,0
5215,KH0250,0
5224,KH0301,0
5230,KH0473,0
5239,KH0110,0
5241,KH0069,0
5243,KH0135,0
5245,KH0123,0
5246,KH0135,0
5250,KH0537,0
5251,KH0123,0
5254,KH0450,0
5257,KH0123,0
5269,KH0069,0
5273,KH0475,0
5275,KH0543,0
5281,KH0062,0
5282,KH0123,0
5288,KH0543,0
5289,KH0459,0
5290,KH0145,0
5305,KH0537,0
5314,KH0135,0
5316,KH0130,0
5320,KH0057,0
5321,KH0187,0
5325,KH0062,0
5331,KH0473,0
5332,KH0373,0
5333,KH0287,0
5342,KH0085,0
5356,KH0287,0
5357,KH0543,0
5358,KH0459,0
5361,KH0348,0
5363,KH0277,0
5370,KH0123,0
5375,KH0250,0
5390,KH0418,0
5398,KH0065,0
5403,KH0418,0
5405,KH0202,0
5408,KH0171,0
5425,KH0135,0
5429,KH0473,0
5441,KH0062,0
5446,KH0057,0
5450,KH0396,0
5462,KH0543,0
5464,KH0418,0
5471,KH0418,0
5475,KH0277,0
5478,KH0543,0
5484,KH0396,0
5486,KH0341,0
5493,KH0202,0
5516,KH0135,0
5519,KH0277,0
5521,KH0088,0
5524,KH0123,0
5526,KH0110,0
5546,KH0135,0
5560,KH0145,0
5573,KH0065,0
5576,KH0543,0
5578,KH0110,0
5587,KH0341,0
5596,KH0395,0
5621,KH0135,0
5626,KH0145,0
5627,KH0135,0
5633,KH0110,0
5638,KH0135,0
5650,KH0373,0
5653,KH0341,0
5663,KH0396,0
5672,KH0085,0
5675,KH0537,0
5676,KH0248,0
5693,KH0543,0
5694,KH0373,0
5717,KH0418,0
5722,KH0537,0
5726,KH0348,0
5730,KH0252,0
5731,KH0301,0
5733,KH0057,0
5734,KH0418,0
5740,KH0135,0
5741,KH0135,0
5742,KH0537,0
5747,KH0135,0
5753,KH0057,0
5754,KH0301,0
5764,KH0135,0
5768,KH0277,0
5770,KH0537,0
5771,KH0543,0
5781,KH0250,0
5784,KH0127,0
5794,KH0395,0
5796,KH0110,0
5803,KH0396,0
5807,KH0537,0
5815,KH0065,0
5816,KH0085,0
5819,KH0062,0
5820,KH0395,0
5825,KH0123,0
5829,KH0473,0
5833,KH0110,0
5852,KH0057,0
5857,KH0543,0
5858,KH0250,0
5859,KH0135,0
5874,KH0127,0
5876,KH0301,0
5878,KH0084,0
5886,KH0537,0
5891,KH0110,0
5892,KH0062,0
5902,KH0135,0
5907,KH0145,0
5913,KH0321,0
5914,KH0123,0
5918,KH0123,0
5919,KH0373,0
5930,KH0110,0
5933,KH0187,0
5944,KH0321,0
5957,KH0250,0
5964,KH0301,0
5974,KH0135,0
5978,KH0438,0
5985,KH0135,0
5986,KH0248,0
5990,KH0277,0
5991,KH0277,0
5994,KH0135,0
6012,KH0135,0
6023,KH0065,0
6026,KH0418,0
6029,KH0277,0
6036,KH0123,0
6059,KH0475,0
6061,KH0123,0
6065,KH0135,0
6068,KH0301,0
6074,KH0475,0
6078,KH0135,0
6094,KH0062,0
6103,KH0473,0
6104,KH0123,0
6110,KH0497,0
6111,KH0085,0
6112,KH0062,0
6114,KH0135,0
6115,KH0475,0
6120,KH0277,0
6123,KH0135,0
6130,KH0135,0
6133,KH0543,0
6135,KH0065,0
6138,KH0250,0
6149,KH0085,0
6152,KH0085,0
6157,KH0497,0
6163,KH0277,0
6172,KH0123,0
6173,KH0473,0
6177,KH0321,0
6183,KH0321,0
6187,KH0543,0
6190,KH0057,0
6199,KH0301,0
6203,KH0135,0
6217,KH0537,0
6218,KH0123,0
6224,KH0235,0
6228,KH0123,0
6230,KH0473,0
6233,KH0473,0
6240,KH0187,0
6244,KH0110,0
6245,KH0373,0
6255,KH0110,0
6256,KH0135,0
6257,KH0065,0
6259,KH0321,0
6260,KH0537,0
6261,KH0287,0
6269,KH0135,0
6274,KH0110,0
6276,KH0537,0
6280,KH0022,0
6282,KH0084,0
6283,KH0135,0
6287,KH0277,0
6292,KH0135,0
6294,KH0135,0
6306,KH0158,0
6318,KH0110,0
6328,KH0250,0
6337,KH0166,0
6342,KH0396,0
6343,KH0543,0
6346,KH0171,0
6359,KH0166,0
6373,KH0135,0
6378,KH0341,0
6379,KH0341,0
6382,KH0473,0
6385,KH0123,0
6391,KH0543,0
6392,KH0062,0
6397,KH0135,0
6399,KH0461,0
6401,KH0088,0
6402,KH0135,0
6417,KH0135,0
6428,KH0543,0
6430,KH0202,0
6432,KH0321,0
6435,KH0229,0
6443,KH0542,0
6444,KH0135,0
6449,KH0062,0
6453,KH0301,0
6461,KH0543,0
6464,KH0065,0
6465,KH0396,0
6472,KH0543,0
6474,KH0135,0
6483,KH0145,0
6489,KH0341,0
6492,KH0123,0
6495,KH0187,0
6501,KH0123,0
6504,KH0229,0
6507,KH0348,0
6508,KH0135,0
6516,KH0418,0
6523,KH0396,0
6524,KH0135,0
6535,KH0202,0
6536,KH0166,0
6538,KH0135,0
6542,KH0537,0
6549,KH0451,0
6562,KH0543,0
6566,KH0395,0
6567,KH0085,0
6570,KH0065,0
6576,KH0396,0
6598,KH0162,0
6606,KH0158,0
6618,KH0135,0
6635,KH0418,0
6640,KH0250,0
6642,KH0250,0
6645,KH0110,0
6649,KH0110,0
6650,KH0537,0
6656,KH0166,0
6659,KH0062,0
6667,KH0250,0
6677,KH0123,0
6683,KH0135,0
6685,KH0373,0
6688,KH0537,0
6691,KH0166,0
6698,KH0543,0
6700,KH0396,0
6702,KH0301,0
6703,KH0301,0
6710,KH0145,0
6713,KH0373,0
6728,KH0438,0
6732,KH0301,0
6734,KH0166,0
6737,KH0341,0
6741,KH0135,0
6743,KH0123,0
6754,KH0537,0
6755,KH0135,0
6757,KH0418,0
6762,KH0123,0
6767,KH0341,0
6772,KH0123,0
6813,KH0202,0
6834,KH0162,0
6844,KH0542,0
6858,KH0057,0
6859,KH0373,0
6863,KH0135,0
6883,KH0396,0
6888,KH0162,0
6891,KH0110,0
6897,KH0373,0
6905,KH0537,0
6916,KH0250,0
6921,KH0396,0
6924,KH0373,0
6929,KH0229,0
6936,KH0123,0
6945,KH0537,0
6948,KH0537,0
6954,KH0497,0
6965,KH0410,0
6967,KH0537,0
6973,KH0202,0
6997,KH0123,0
7000,KH0341,0
7002,KH0135,0
7003,KH0135,0
7007,KH0057,0
7020,KH0475,0
7031,KH0202,0
7033,KH0166,0
7050,KH0373,0
7073,KH0373,0
7089,KH0301,0
7090,KH0145,0
7093,KH0373,0
7095,KH0123,0
7098,KH0418,0
7101,KH0110,0
7112,KH0475,0
7116,KH0475,0
7129,KH0396,0
7134,KH0069,0
7137,KH0373,0
7143,KH0537,0
7153,KH0473,0
7159,KH0252,0
7166,KH0543,0
7173,KH0373,0
7175,KH0277,0
7185,KH0123,0
7189,KH0110,0
7200,KH0301,0
7207,KH0135,0
7211,KH0123,0
7220,KH0110,0
7240,KH0250,0
7257,KH0287,0
7271,KH0135,0
7272,KH0438,0
7277,KH0135,0
7290,KH0537,0
7294,KH0135,0
7296,KH0438,0
7306,KH0085,0
7309,KH0123,0
7318,KH0085,0
7325,KH0110,0
7326,KH0135,0
7330,KH0438,0
7344,KH0057,0
7364,KH0537,0
7370,KH0348,0
7371,KH0110,0
7376,KH0123,0
7380,KH0123,0
7385,KH0135,0
7394,KH0135,0
7397,KH0123,0
7406,KH0321,0
7410,KH0110,0
7422,KH0135,0
7431,KH0301,0
7439,KH0085,0
7449,KH0123,0
7453,KH0135,0
7469,KH0301,0
7472,KH0135,0
7483,KH0543,0
7484,KH0418,0
7489,KH0135,0
7492,KH0123,0
7494,KH0252,0
7505,KH0537,0
7530,KH0022,0
7539,KH0328,0
7547,KH0301,0
7563,KH0135,0
7573,KH0438,0
7575,KH0341,0
7579,KH0373,0
7596,KH0418,0
7597,KH0250,0
7613,KH0418,0
7618,KH0277,0
7620,KH0396,0
7622,KH0123,0
7637,KH0123,0
7638,KH0123,0
7643,KH0145,0
7645,KH0537,0
7654,KH0158,0
7675,KH0418,0
7681,KH0373,0
7698,KH0348,0
7708,KH0321,0
7711,KH0475,0
7718,KH0135,0
7729,KH0123,0
7737,KH0459,0
7747,KH0110,0
7750,KH0135,0
7758,KH0088,0
7764,KH0341,0
7765,KH0321,0
7779,KH0459,0
7788,KH0065,0
7789,KH0418,0
7794,KH0085,0
7799,KH0057,0
7800,KH0135,0
7807,KH0057,0
7810,KH0537,0
7825,KH0543,0
7850,KH0123,0
7851,KH0123,0
7884,KH0348,0
7892,KH0418,0
7894,KH0110,0
7903,KH0537,0
7907,KH0110,0
7908,KH0057,0
7917,KH0341,0
7918,KH0301,0
7922,KH0537,0
7923,KH0110,0
7932,KH0321,0
7935,KH0301,0
7943,KH0537,0
7944,KH0348,0
7950,KH0123,0
7955,KH0301,0
7957,KH0135,0
7965,KH0123,0
7973,KH0123,0
7983,KH0110,0
7996,KH0123,0
8012,KH0062,0
8019,KH0135,0
8024,KH0135,0
8029,KH0543,0
8038,KH0123,0
8041,KH0341,0
8061,KH0396,0
8062,KH0110,0
8064,KH0348,0
8066,KH0110,0
8073,KH0348,0
8075,KH0123,0
8080,KH0135,0
8082,KH0287,0
8086,KH0135,0
8087,KH0250,0
8088,KH0123,0
8089,KH0187,0
8093,KH0321,0
8097,KH0135,0
8106,KH0110,0
8115,KH0135,0
8119,KH0543,0
8121,KH0135,0
8131,KH0123,0
8132,KH0537,0
8137,KH0135,0
8141,KH0438,0
8144,KH0396,0
8148,KH0250,0
8149,KH0123,0
8164,KH0418,0
8166,KH0418,0
8168,KH0537,0
8170,KH0123,0
8175,KH0057,0
8176,KH0537,0
8185,KH0341,0
8186,KH0135,0
8193,KH0123,0
8199,KH0135,0
8200,KH0438,0
8202,KH0110,0
8203,KH0123,0
8205,KH0301,0
8209,KH0123,0
8211,KH0110,0
8227,KH0537,0
8231,KH0341,0
8236,KH0373,0
8237,KH0543,0
8244,KH0135,0
8258,KH0187,0
8265,KH0537,0
8273,KH0135,0
8278,KH0396,0
8292,KH0110,0
8294,KH0187,0
8298,KH0537,0
8307,KH0418,0
8311,KH0123,0
8329,KH0123,0
8345,KH0396,0
8354,KH0301,0
8358,KH0062,0
8359,KH0537,0
8362,KH0537,0
8367,KH0065,0
8368,KH0085,0
8369,KH0088,0
8393,KH0348,0
8398,KH0123,0
8402,KH0062,0
8403,KH0135,0
8414,KH0473,0
8441,KH0123,0
8450,KH0459,0
8458,KH0135,0
8463,KH0396,0
8469,KH0542,0
8475,KH0321,0
8479,KH0084,0
8487,KH0088,0
8497,KH0537,0
8503,KH0135,0
8511,KH0418,0
8512,KH0277,0
8552,KH0162,0
8555,KH0088,0
8563,KH0277,0
8573,KH0418,0
8579,KH0473,0
8589,KH0418,0
8594,KH0328,0
8607,KH0135,0
8611,KH0135,0
8617,KH0135,0
8632,KH0135,0
8641,KH0543,0
8653,KH0135,0
8661,KH0187,0
8662,KH0321,0
8663,KH0135,0
8671,KH0022,0
8691,KH0158,0
8706,KH0248,0
8732,KH0328,0
8753,KH0287,0
8754,KH0254,0
8758,KH0235,0
8759,KH0235,0
8761,KH0254,0
8762,KH0254,0
8764,KH0254,0
8770,KH0248,0
8772,KH0248,0
8780,KH0451,0
8787,KH0497,0
8788,KH0373,0
8792,KH0235,0
8793,KH0497,0
8794,KH0497,0
8799,KH0235,0
8800,KH0235,0
8801,KH0235,0
8802,KH0519,0
8807,KH0162,0
8809,KH0450,0
8813,KH0254,0
8816,KH0235,0
8819,KH0254,0
8824,KH0254,0
8825,KH0254,0
8826,KH0254,0
8827,KH0254,0
8833,KH0328,0
8835,KH0254,0
8836,KH0254,0
8844,KH0328,0
8845,KH0235,0
8846,KH0065,0
8848,KH0110,0
8849,KH0519,0
8851,KH0235,0
8852,KH0235,0
8854,KH0497,0
8856,KH0543,0
8857,KH0328,0
8864,KH0202,0
8865,KH0135,0
8880,KH0396,0
8888,KH0187,0
8889,KH0321,0
8894,KH0497,0
8895,KH0135,0
8899,KH0301,0
8902,KH0373,0
8904,KH0438,0
8910,KH0328,0
8917,KH0438,0
8927,KH0496,0
8929,KH0145,0
8936,KH0348,0
8949,KH0396,0
8968,KH0062,0
8977,KH0202,0
8983,KH0202,0
8993,KH0135,0
9001,KH0135,0
9018,KH0022,0
9029,KH0328,0
9031,KH0301,0
9038,KH0537,0
9043,KH0110,0
9051,KH0250,0
9052,KH0135,0
9060,KH0130,0
9067,KH0328,0
9077,KH0277,0
9084,KH0084,0
9085,KH0127,0
9095,KH0537,0
9097,KH0537,0
9106,KH0537,0
9135,KH0519,0
9137,KH0135,0
9138,KH0328,0
9140,KH0135,0
9165,KH0542,0
9168,KH0135,0
9169,KH0537,0
9188,KH0250,0
9195,KH0341,0
9198,KH0145,0
9201,KH0135,0
9204,KH0135,0
9208,KH0537,0
9222,KH0438,0
9230,KH0187,0
9236,KH0229,0
9283,KH0277,0
9289,KH0158,0
9291,KH0537,0
9293,KH0396,0
9301,KH0497,0
9327,KH0171,0
9336,KH0277,0
9341,KH0229,0
9344,KH0110,0
9346,KH0135,0
9351,KH0123,0
9359,KH0123,0
9364,KH0110,0
9376,KH0395,0
9381,KH0123,0
9383,KH0321,0
9386,KH0123,0
9392,KH0084,0
9397,KH0418,0
9402,KH0135,0
9404,KH0135,0
